"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"191","P15_E_Cada_quien_usa_su__MENCIONAR_M","5","5.1","0","NaN","5","5.1","0","NaN","0","NaN","0","NaN","0","0","5","6","0","NaN","1","11.1","0","0","2","6.7","1","4","1","7.7","0","NaN","2","9.1","2","4.1","0","0","1","8.3","0","0","0","0","0","0","0","0","0","0","5","20","2","5.3","1","10","0","0","2","5.3","0","NaN"
"192","P15_E_Otro__Especificar","13","13.1","0","NaN","13","13.1","0","NaN","0","NaN","0","NaN","1","6.2","12","14.5","0","NaN","3","33.3","4","18.2","5","16.7","1","4","0","0","0","NaN","1","4.5","11","22.4","1","6.2","0","0","4","11.8","3","75","4","44.4","2","18.2","0","0","0","0","3","7.9","0","0","1","7.7","9","23.7","0","NaN"
"193","P15_E_No_sabe___no_contest","4","4","0","NaN","4","4","0","NaN","0","NaN","0","NaN","2","12.5","2","2.4","0","NaN","0","0","1","4.5","1","3.3","1","4","1","7.7","0","NaN","1","4.5","1","2","1","6.2","1","8.3","1","2.9","0","0","0","0","0","0","0","0","3","12","0","0","0","0","2","15.4","2","5.3","0","NaN"
"194","Total","99","100","0","NaN","99","100","0","NaN","0","NaN","0","NaN","16","100","83","100","0","NaN","9","100","22","100","30","100","25","100","13","100","0","NaN","22","100","49","100","16","100","12","100","34","100","4","100","9","100","11","100","16","100","25","100","38","100","10","100","13","100","38","100","0","NaN"
"195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"196","P15NoPrestaMotosProb","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"197","Sí","4","4","0","NaN","4","4","0","NaN","0","NaN","0","NaN","0","0","4","4.8","0","NaN","0","0","1","4.5","2","6.7","0","0","1","7.7","0","NaN","0","0","2","4.1","1","6.2","1","8.3","0","0","1","25","1","11.1","0","0","0","0","2","8","2","5.3","0","0","1","7.7","1","2.6","0","NaN"
"198","No","95","96","0","NaN","95","96","0","NaN","0","NaN","0","NaN","16","100","79","95.2","0","NaN","9","100","21","95.5","28","93.3","25","100","12","92.3","0","NaN","22","100","47","95.9","15","93.8","11","91.7","34","100","3","75","8","88.9","11","100","16","100","23","92","36","94.7","10","100","12","92.3","37","97.4","0","NaN"
"199","Total","99","100","0","NaN","99","100","0","NaN","0","NaN","0","NaN","16","100","83","100","0","NaN","9","100","22","100","30","100","25","100","13","100","0","NaN","22","100","49","100","16","100","12","100","34","100","4","100","9","100","11","100","16","100","25","100","38","100","10","100","13","100","38","100","0","NaN"
"200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"201","P15NoPrestaMotosProbQ","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"202","Esposa/ Esposo","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"203","Mamá/ Papá","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"204","Hijo/hija","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"205","Otro familiar","4","100","0","NaN","4","100","0","NaN","0","NaN","0","NaN","0","NaN","4","100","0","NaN","0","NaN","1","100","2","100","0","NaN","1","100","0","NaN","0","NaN","2","100","1","100","1","100","0","NaN","1","100","1","100","0","NaN","0","NaN","2","100","2","100","0","NaN","1","100","1","100","0","NaN"
"206","Total","4","100","0","NaN","4","100","0","NaN","0","NaN","0","NaN","0","NaN","4","100","0","NaN","0","NaN","1","100","2","100","0","NaN","1","100","0","NaN","0","NaN","2","100","1","100","1","100","0","NaN","1","100","1","100","0","NaN","0","NaN","2","100","2","100","0","NaN","1","100","1","100","0","NaN"
"207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"208","P15NoPrestarQuienMotosSol4","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"209","P15_H_OTROFAMILIAR_Nos_organizamos","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"210","P15_H_OTROFAMILIAR_Usa_el_transporte_p_blico","2","50","0","NaN","2","50","0","NaN","0","NaN","0","NaN","0","NaN","2","50","0","NaN","0","NaN","0","0","2","100","0","NaN","0","0","0","NaN","0","NaN","1","50","0","0","1","100","0","NaN","1","100","0","0","0","NaN","0","NaN","1","50","1","50","0","NaN","1","100","0","0","0","NaN"
"211","P15_H_OTROFAMILIAR_Se_va_en_taxi__UBER","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"212","P15_H_OTROFAMILIAR_Le_pide_a_un_familiar___amigo_","1","25","0","NaN","1","25","0","NaN","0","NaN","0","NaN","0","NaN","1","25","0","NaN","0","NaN","0","0","0","0","0","NaN","1","100","0","NaN","0","NaN","0","0","1","100","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","1","50","1","50","0","NaN","0","0","0","0","0","NaN"
"213","P15_H_OTROFAMILIAR_Otro","1","25","0","NaN","1","25","0","NaN","0","NaN","0","NaN","0","NaN","1","25","0","NaN","0","NaN","1","100","0","0","0","NaN","0","0","0","NaN","0","NaN","1","50","0","0","0","0","0","NaN","0","0","1","100","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","1","100","0","NaN"
"214","Total","4","100","0","NaN","4","100","0","NaN","0","NaN","0","NaN","0","NaN","4","100","0","NaN","0","NaN","1","100","2","100","0","NaN","1","100","0","NaN","0","NaN","2","100","1","100","1","100","0","NaN","1","100","1","100","0","NaN","0","NaN","2","100","2","100","0","NaN","1","100","1","100","0","NaN"
"215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"216","P15Actividades1","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"217","1","18","14","1","6.2","1","10","6","18.8","0","0","3","12","6","18.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"218","2","20","15.5","1","6.2","5","50","3","9.4","1","14.3","1","4","9","28.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"219","3","91","70.5","14","87.5","4","40","23","71.9","6","85.7","21","84","17","53.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"220","Total","129","100","16","100","10","100","32","100","7","100","25","100","32","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"222","P15Actividades2","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"223","1","38","29.5","3","18.8","3","30","15","46.9","2","28.6","3","12","8","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"224","2","51","39.5","11","68.8","2","20","8","25","3","42.9","11","44","15","46.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"225","3","40","31","2","12.5","5","50","9","28.1","2","28.6","11","44","9","28.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"226","Total","129","100","16","100","10","100","32","100","7","100","25","100","32","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"228","P15Actividades3","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"229","1","92","71.3","13","81.2","8","80","25","78.1","5","71.4","12","48","25","78.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"230","2","16","12.4","1","6.2","1","10","4","12.5","1","14.3","5","20","2","6.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"231","3","21","16.3","2","12.5","1","10","3","9.4","1","14.3","8","32","5","15.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"232","Total","129","100","16","100","10","100","32","100","7","100","25","100","32","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"234","P15Actividades4","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"235","1","25","19.4","3","18.8","0","0","7","21.9","4","57.1","1","4","7","21.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"236","2","50","38.8","6","37.5","6","60","10","31.2","1","14.3","14","56","11","34.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"237","3","54","41.9","7","43.8","4","40","15","46.9","2","28.6","10","40","14","43.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"238","Total","129","100","16","100","10","100","32","100","7","100","25","100","32","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"240","P15Actividades5","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"241","1","87","67.4","11","68.8","6","60","20","62.5","7","100","18","72","20","62.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"242","2","24","18.6","2","12.5","3","30","6","18.8","0","0","3","12","8","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"243","3","18","14","3","18.8","1","10","6","18.8","0","0","4","16","4","12.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"244","Total","129","100","16","100","10","100","32","100","7","100","25","100","32","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"246","P15Actividades6","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"247","1","43","33.3","5","31.2","2","20","14","43.8","2","28.6","4","16","11","34.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"248","2","34","26.4","4","25","3","30","8","25","3","42.9","5","20","9","28.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"249","3","52","40.3","7","43.8","5","50","10","31.2","2","28.6","16","64","12","37.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"250","Total","129","100","16","100","10","100","32","100","7","100","25","100","32","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"252","P15Actividades7","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"253","1","47","36.4","6","37.5","3","30","14","43.8","3","42.9","7","28","13","40.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"254","2","50","38.8","6","37.5","5","50","6","18.8","2","28.6","12","48","14","43.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"255","3","32","24.8","4","25","2","20","12","37.5","2","28.6","6","24","5","15.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"256","Total","129","100","16","100","10","100","32","100","7","100","25","100","32","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"258","P15Actividades8","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"259","1","35","27.1","4","25","3","30","10","31.2","2","28.6","3","12","9","28.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"260","2","42","32.6","5","31.2","3","30","14","43.8","1","14.3","6","24","11","34.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"261","3","52","40.3","7","43.8","4","40","8","25","4","57.1","16","64","12","37.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"262","Total","129","100","16","100","10","100","32","100","7","100","25","100","32","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"264","P15Actividades9","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"265","1","33","25.6","2","12.5","3","30","11","34.4","1","14.3","3","12","9","28.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"266","2","50","38.8","6","37.5","3","30","14","43.8","2","28.6","8","32","16","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"267","3","46","35.7","8","50","4","40","7","21.9","4","57.1","14","56","7","21.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"268","Total","129","100","16","100","10","100","32","100","7","100","25","100","32","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"270","P15Actividades10","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"271","1","85","65.9","11","68.8","5","50","17","53.1","7","100","21","84","19","59.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"272","2","18","14","2","12.5","2","20","5","15.6","0","0","2","8","6","18.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"273","3","26","20.2","3","18.8","3","30","10","31.2","0","0","2","8","7","21.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"274","Total","129","100","16","100","10","100","32","100","7","100","25","100","32","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"276","P15Actividades11","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
